28968987	Gil Bar-Sela	Bruce Rappaport Faculty of Medicine, Technion-Israel Institute of Technology, Haifa, Israel.; Department of Oncology, Rambam Health Care Campus, Haifa, Israel.			Chemotherapy administration to breast cancer patients affects extracellular vesicles thrombogenicity and function.	Oncotarget	2017	Breast cancer (BC) is the most prevalent type of malignancy in women. Extracellular vesicles (EVs) are subcellular membrane blebs that include exosomes and microparticles. STUDY AIMS: To elucidate the effects of chemotherapy administration on BC patients' EVs characteristics and their effects on endothelial cells (EC) functions. METHODS: EVs were isolated from the blood samples of 54 BC patients treated by chemotherapy (25 neo-adjuvant, 29 adjuvant) and from 20 healthy women (control group). Blood samples were taken before chemotherapy and on the day of last chemotherapy administration. In some patients, samples were also evaluated 24 hours after chemotherapy treatment. EVs were characterized by cell origin, thrombogenicity and cytokine content. EVs effects on coagulation, migration, apoptosis and proliferation of endothelial cells were assessed as well. RESULTS: Patient characteristics of the two subgroups were similar except for tumor size. Change in EV expression of BC markers, MUC1 and EpCAM, were found in patient subgroups. EC-EVs were significantly higher in both patient subgroups compared to healthy controls. Higher EVs pro-coagulant activity was found at the end of chemotherapy and a significant increase in the ratio between tissue factor (TF) and TF pathway inhibitor was documented after the first 24hours of exposure to doxorubicin treatment. Furthermore, EVs of neo-adjuvant patients obtained before chemotherapy contained more pro-angiogenic proteins, reduced endothelial cells apoptosis and increased their migration compared to EVs obtained at the same timing from adjuvant patients. CONCLUSIONS: EVs may serve as a biomarker for chemotherapy-related thrombogenicity and may indicate vascular damage even before chemotherapy.	PMC5609919
29046635	Thomas C Foster	Department of Neuroscience, McKnight Brain Institute, University of Florida, Gainesville, FL, United States.; Genetics and Genomics Program, Genetics Institute, University of Florida, Gainesville, FL, United States.			miRNA in Circulating Microvesicles as Biomarkers for Age-Related Cognitive Decline.	Front Aging Neurosci	2017	Community dwelling older individuals from the North Florida region were examined for health status and a comprehensive neuropsychological battery, including the Montreal Cognitive Assessment (MoCA), was performed on each participant. A subpopulation (58 females and 39 males) met the criteria for age (60-89) and no evidence of mild cognitive impairment, with a MoCA score ≥23. Despite the stringent criteria for participation, MoCA scores were negatively correlated within the limited age range. Extracellular microvesicles were isolated from the plasma and samples were found to be positive for the exosome marker CD63, with an enrichment of particles within the size range for exosomes. miRNA was extracted and examined using next generation sequencing with a stringent criterion (average of ≥10 counts per million reads) resulting in 117 miRNA for subsequent analysis. Characterization of expression confirmed pervious work concerning the relative abundance and overall pattern of expression of miRNA in plasma. Correlation analysis indicated that most of the miRNAs (74 miRNAs) were positively correlated with age (p <0.01). Multiple regression was employed to identify the relationship of miRNA expression and MoCA score, accounting for age. MoCA scores were negatively correlated with 13 miRNAs. The pattern of expression for cognition-related miRNA did not match that previously described for Alzheimer's disease. Enrichment analysis was employed to identify miRNA-gene interactions to reveal possible links to brain function.	PMC5632661
29111329	Atsushi Masamune	Division of Gastroenterology, Tohoku University Graduate School of Medicine, Sendai, Japan. Electronic address: .	amasamune@med.tohoku.ac.jp		Exosomes derived from pancreatic cancer cells induce activation and profibrogenic activities in pancreatic stellate cells.	Biochem Biophys Res Commun	2018	Pancreatic cancer cells (PCCs) interact with pancreatic stellate cells (PSCs), which play a pivotal role in pancreatic fibrogenesis, to develop the cancer-conditioned tumor microenvironment. Exosomes are membrane-enclosed nanovesicles, and have been increasingly recognized as important mediators of cell-to-cell communications. The aim of this study was to clarify the effects of PCC-derived exosomes on cell functions in PSCs. Exosomes were isolated from the conditioned medium of Panc-1 and SUIT-2 PCCs. Human primary PSCs were treated with PCC-derived exosomes. PCC-derived exosomes stimulated the proliferation, migration, activation of ERK and Akt, the mRNA expression of α-smooth muscle actin (ACTA2) and fibrosis-related genes, and procollagen type I C-peptide production in PSCs. Ingenuity pathway analysis of the microarray data identified transforming growth factor β1 and tumor necrosis factor as top upstream regulators. PCCs increased the expression of miR-1246 and miR-1290, abundantly contained in PCC-derived exosomes, in PSCs. Overexpression of miR-1290 induced the expression of ACTA2 and fibrosis-related genes in PSCs. In conclusion, PCC-derived exosomes stimulate activation and profibrogenic activities in PSCs. Exosome-mediated interactions between PSCs and PCCs might play a role in the development of the tumor microenvironment.	
29158431	Mariola J Edelmann	Department of Microbiology and Cell Science, University of Florida, Gainesville, Florida, USA .	medelmann@ufl.edu		Salmonella enterica Serovar Typhimurium Alters the Extracellular Proteome of Macrophages and Leads to the Production of Proinflammatory Exosomes.	Infect Immun	2018	Salmonella enterica serovar Typhimurium is a Gram-negative bacterium, which can invade and survive within macrophages. Pathogenic salmonellae induce the secretion of specific cytokines from these phagocytic cells and interfere with the host secretory pathways. In this study, we describe the extracellular proteome of human macrophages infected with S Typhimurium, followed by analysis of canonical pathways of proteins isolated from the extracellular milieu. We demonstrate that some of the proteins secreted by macrophages upon S Typhimurium infection are released via exosomes. Moreover, we show that infected macrophages produce CD63+ and CD9+ subpopulations of exosomes at 2 h postinfection. Exosomes derived from infected macrophages trigger the Toll-like receptor 4-dependent release of tumor necrosis factor alpha (TNF-α) from naive macrophages and dendritic cells, but they also stimulate secretion of such cytokines as RANTES, IL-1ra, MIP-2, CXCL1, MCP-1, sICAM-1, GM-CSF, and G-CSF. Proinflammatory effects of exosomes are partially attributed to lipopolysaccharide, which is encapsulated within exosomes. In summary, we show for the first time that proinflammatory exosomes are formed in the early phase of macrophage infection with S Typhimurium and that they can be used to transfer cargo to naive cells, thereby leading to their stimulation.	PMC5778363
29209569	Lorraine O'Driscoll	School of Pharmacy and Pharmaceutical Sciences & Trinity Biomedical Sciences Institute, Trinity College Dublin, Dublin, Ireland.			Resistance to HER2-targeted anti-cancer drugs is associated with immune evasion in cancer cells and their derived extracellular vesicles.	Oncoimmunology	2017	Neuromedin U (NmU) -a neuropeptide belonging to the neuromedin family- plays a substantial role in HER2-positive breast cancer, correlating with increased aggressiveness, resistance to HER2-targeted therapies and overall significantly poorer outcome for patients. However, the mechanism through which it exerts these effects remains unclear. To elucidate this, initially we used HER2-positive breast cancer cells stably over-expressing NmU. These cells and their released extracellular vesicles (EVs) had increased amounts of the immunosuppressive cytokine TGFβ1 and the lymphocyte activation inhibitor PD-L1. Furthermore, these cells also showed enhanced resistance to antibody-dependent cell cytotoxicity (ADCC) mediated by trastuzumab, indicating a role of NmU in enhancing immune evasion. All these features were also found in HER2-targeted drug-resistant cells which we previously found to express higher levels of NmU than their drug-sensitive counterparts. Interestingly, EVs from drug-resistant cells were able to increase levels of TGFβ1 in drug-sensitive cells. In our neo-adjuvant clinical trial, TGFβ1 levels were significantly higher in EVs isolated from the serum of patients with HER2-overexpressing breast cancers who went on to not respond to HER2-targeted drug treatment, compared with those who experienced complete or partial response. Taken together, our results report a new mechanism-of-action for NmU in HER2-overexpressing breast cancer that enhances resistance to the anti-tumor immune response. Furthermore, EV levels of TGFβ1 correlating with patients' response versus resistance to HER2-targeted drugs suggests a potential use of EV-TGFβ1 as a minimally-invasive companion diagnostic for such treatment in breast cancer.	PMC5706614
29283887	Alex H Mirnezami	Cancer Sciences, University of Southampton, Somers Building, Southampton General Hospital, Southampton SO16 6YD, UK.; University Surgical Unit, University of Southampton, Southampton General Hospital, Southampton SO16 6YD, UK.			Exosomal microRNAs derived from colorectal cancer-associated fibroblasts: role in driving cancer progression.	Aging (Albany NY)	2017	Colorectal cancer is a global disease with increasing incidence. Mortality is largely attributed to metastatic spread and therefore, a mechanistic dissection of the signals which influence tumor progression is needed. Cancer stroma plays a critical role in tumor proliferation, invasion and chemoresistance. Here, we sought to identify and characterize exosomal microRNAs as mediators of stromal-tumor signaling. In vitro, we demonstrated that fibroblast exosomes are transferred to colorectal cancer cells, with a resultant increase in cellular microRNA levels, impacting proliferation and chemoresistance. To probe this further, exosomal microRNAs were profiled from paired patient-derived normal and cancer-associated fibroblasts, from an ongoing prospective biomarker study. An exosomal cancer-associated fibroblast signature consisting of microRNAs 329, 181a, 199b, 382, 215 and 21 was identified. Of these, miR-21 had highest abundance and was enriched in exosomes. Orthotopic xenografts established with miR-21-overexpressing fibroblasts and CRC cells led to increased liver metastases compared to those established with control fibroblasts. Our data provide a novel stromal exosome signature in colorectal cancer, which has potential for biomarker validation. Furthermore, we confirmed the importance of stromal miR-21 in colorectal cancer progression using an orthotopic model, and propose that exosomes are a vehicle for miR-21 transfer between stromal fibroblasts and cancer cells.	PMC5764398
29326054	Si-Yang Zheng	Department of Biomedical Engineering, Micro & Nano Integrated Biosystem (MINIBio) Laboratory, The Pennsylvania State University, University Park, PA 16802, USA; Penn State Materials Research Institute, The Pennsylvania State University, University Park, PA 16802, USA; The Huck Institutes of the Life Sciences, The Pennsylvania State University, University Park, PA 16802, USA; Department of Electrical Engineering, The Pennsylvania State University, University Park, PA 16802, USA; Penn State Hershey Cancer Institute, The Pennsylvania State University, 500 University Drive, Hershey, PA 17033, USA. Electronic address: .	sxz10@psu.edu		Size-based separation methods of circulating tumor cells.	Adv Drug Deliv Rev	2018	Circulating tumor cells (CTCs) originate from the primary tumor mass and enter into the peripheral bloodstream. Compared to other "liquid biopsy" portfolios such as exosome, circulating tumor DNA/RNA (ctDNA/RNA), CTCs have incomparable advantages in analyses of transcriptomics, proteomics, and signal colocalization. Hence, CTCs hold the key to understanding the biology of metastasis and play a vital role in cancer diagnosis, treatment monitoring, and prognosis. Size-based enrichment features are prominent in CTC isolation. It is a label-free, simple and fast method. Enriched CTCs remain unmodified and viable for a wide range of subsequent analyses. In this review, we comprehensively summarize the differences of size and deformability between CTCs and blood cells, which would facilitate the development of technologies of size-based CTC isolation. Then we review representative size-/deformability-based technologies available for CTC isolation and highlight the recent achievements in molecular analysis of isolated CTCs. To wrap up, we discuss the substantial challenges facing the field, and elaborate on prospects.	
29380419	Kiyofumi Yamada	Department of Neuropsychopharmacology and Hospital Pharmacy, Nagoya University Graduate School of Medicine, 65 Tsurumai, Showa, Nagoya, Japan.			Astroglial major histocompatibility complex class I following immune activation leads to behavioral and neuropathological changes.	Glia	2018	In the central nervous system, major histocompatibility complex class I (MHCI) molecules are mainly expressed in neurons, and neuronal MHCI have roles in synapse elimination and plasticity. However, the pathophysiological significance of astroglial MHCI remains unclear. We herein demonstrate that MHCI expression is up-regulated in astrocytes in the medial prefrontal cortex (mPFC) following systemic immune activation by an intraperitoneal injection of polyinosinic-polycytidylic acid (polyI:C) or hydrodynamic interferon (IFN)-γ gene delivery in male C57/BL6J mice. In cultured astrocytes, MHCI/H-2D largely co-localized with exosomes. To investigate the role of astroglial MHCI, H-2D, or sH-2D was expressed in the mPFC of male C57/BL6J mice using an adeno-associated virus vector under the control of a glial fibrillary acidic protein promoter. The expression of astroglial MHCI in the mPFC impaired sociability and recognition memory in mice. Regarding neuropathological changes, MHCI expression in astrocytes significantly activated microglial cells, decreased parvalbumin-positive cell numbers, and reduced dendritic spine density in the mPFC. A treatment with GW4869 that impairs exosome synthesis ameliorated these behavioral and neuropathological changes. These results suggest that the overexpression of MHCI in astrocytes affects microglial proliferation as well as neuronal numbers and spine densities, thereby leading to social and cognitive deficits in mice, possibly via exosomes created by astrocytes.	
29428682	Gerardo Palazzo	Department of Chemistry and Center for colloid and surface science (CSGI), University of Bari, Bari, Italy; CNR-NANOTEC, National Research Council of Italy, Istitute of Nanotechnology, Bari, Italy. Electronic address: .	gerardo.palazzo@uniba.it		Counting of peripheral extracellular vesicles in Multiple Sclerosis patients by an improved nanoplasmonic assay and dynamic light scattering.	Colloids Surf B Biointerfaces	2018	Extracellular vesicles (EVs) are vesicles naturally secreted by the majority of human cells. Being composed by a closed phospholipid bilayer secluding proteins and RNAs they are used to transfer molecular information to other cells, thereby influencing the recipient cell functions. Despite the increasingly recognized relevance of EVs, the clarification of their physiological role is hampered by the lack of suitable analytical tools for their quantification and characterization. In this study, we have implemented a nanoplasmonic assay, previously proposed for the purity of the EV fractions, to achieve a robust analytical protocol in order to quantify the total phospholipid concentration (CPL) and the EVs number. We show how the coupling of the nanoplasmonic assay with serial dilutions of the unknown sample allows, by simple visual inspection, to detect deviations from the physiological EVs content. The use of a response that depends on the absorbance values at three wavelengths permits to reduce the limit of detection of CPL to 5 μM (total) and the limit of quantification to 35 μM. We also propose a method that takes into account the spread in EV size when the concentration of phospholipids is turned into a concentration of vesicles. The proposed analytical protocol is successfully applied to a small cohort of Multiple Sclerosis patients examined in different stages of their clinical diseases.	
29478310	Ping Li	Research Center for Translational Medicine at Shanghai East Hospital, School of Life Science and Technology , Tongji University , 1239 Siping Road , Shanghai 200092 , People's Republic of China.			Isolation of Exosome-Like Nanoparticles and Analysis of MicroRNAs Derived from Coconut Water Based on Small RNA High-Throughput Sequencing.	J Agric Food Chem	2018	In this study, the presence of microRNAs in coconut water was identified by real-time polymerase chain reaction (PCR) based on the results of high-throughput small RNA sequencing. In addition, the differences in microRNA content between immature and mature coconut water were compared. A total of 47 known microRNAs belonging to 25 families and 14 new microRNAs were identified in coconut endosperm. Through analysis using a target gene prediction software, potential microRNA target genes were identified in the human genome. Real-time PCR showed that the level of most microRNAs was higher in mature coconut water than in immature coconut water. Then, exosome-like nanoparticles were isolated from coconut water. After ultracentrifugation, some particle structures were seen in coconut water samples using 1,1'-dioctadecyl-3,3,3',3'-tetramethylindocarbocyanine perchlorate fluorescence staining. Subsequent scanning electron microscopy observation and dynamic light scattering analysis also revealed some exosome-like nanoparticles in coconut water, and the mean diameters of the particles detected by the two methods were 13.16 and 59.72 nm, respectively. In conclusion, there are extracellular microRNAs in coconut water, and their levels are higher in mature coconut water than in immature coconut water. Some exosome-like nanoparticles were isolated from coconut water, and the diameter of these particles was smaller than that of animal-derived exosomes.	
29520105	Yiwen You	Department of Otorhinolaryngology Head and Neck Surgery, Affiliated Hospital of Nantong University, Xisi Road 20, Nantong, 226001, China. .	docyouyiwen@163.com		Metastasis-associated miR-23a from nasopharyngeal carcinoma-derived exosomes mediates angiogenesis by repressing a novel target gene TSGA10.	Oncogene	2018	Benefiting from more precise imaging and radiotherapy, patients with locoregionally nasopharyngeal carcinoma (NPC) have a significantly higher survival rate. Nonetheless, distant metastasis is still the predominant mode of failure. Advances in cancer research have highlighted that pathological angiogenesis is necessary for tumor metastasis by offering oxygen, nutrients, or cell metastatic conduits. MicroRNAs (miRNAs), a class of small noncoding RNAs, are increasingly implicated in modulation of angiogenesis in physiological and pathological conditions. Currently, we detected that miR-23a was highly enriched in NPC tissues at the metastatic or premetastatic stage, and its levels in NPC were associated with microvessel density. Subsequently, we proved that alteration of miR-23a expression modulated the growth, migration, and tube formation of HUVECs in vitro and affected the blood vessel outgrowth in the zebrafish model. Considering the possibility that extracellular miR-23a was horizontally transferred from CNE2 cells to HUVECs, we analyzed miR-23a encapsulated in exosomes, showing that overexpression of exosomal miR-23a in NPC promoted angiogenesis both in vitro and in vivo. Moreover, we provided evidences that miR-23a regulated angiogenesis by directly targeting testis-specific gene antigen (TSGA10). Taken together, our findings revealed that metastasis-associated miR-23a from NPC-derived exosomes plays an important role in mediating angiogenesis by targeting TSGA10.	
29556344	Hui Xie	Movement System Injury and Repair Research Center, Xiangya Hospital, Central South University, Changsha, Hunan, 410008, China.; Hunan Key Laboratory of Organ Injury, Aging and Regenerative Medicine, Changsha, Hunan, China.; Department of Sports Medicine, Xiangya Hospital, Central South University, Changsha, Hunan, 410008, China.; Department of Orthopedics, Xiangya Hospital, Central South University, Changsha, Hunan, 410008, China.; China Orthopedic Regenerative Medicine Group (CORMed), Changsha, Hunan, China.			Exosomal DMBT1 from human urine-derived stem cells facilitates diabetic wound repair by promoting angiogenesis.	Theranostics	2018	Chronic non-healing wounds represent one of the most common complications of diabetes and need advanced treatment strategies. Exosomes are key mediators of cell paracrine action and can be directly utilized as therapeutic agents for tissue repair and regeneration. Here, we explored the effects of exosomes from human urine-derived stem cells (USC-Exos) on diabetic wound healing and the underlying mechanism. Methods: USCs were characterized by flow cytometry and multipotent differentiation potential analyses. USC-Exos were isolated from the conditioned media of USCs and identified by transmission electron microscopy and flow cytometry. A series of functional assays in vitro were performed to assess the effects of USC-Exos on the activities of wound healing-related cells. Protein profiles in USC-Exos and USCs were examined to screen the candidate molecules that mediate USC-Exos function. The effects of USC-Exos on wound healing in streptozotocin-induced diabetic mice were tested by measuring wound closure rates, histological and immunofluorescence analyses. Meanwhile, the role of the candidate protein in USC-Exos-induced regulation of angiogenic activities of endothelial cells and diabetic wound healing was assessed. Results: USCs were positive for CD29, CD44, CD73 and CD90, but negative for CD34 and CD45. USCs were able to differentiate into osteoblasts, adipocytes and chondrocytes. USC-Exos exhibited a cup- or sphere-shaped morphology with a mean diameter of 51.57 ± 2.93 nm and positive for CD63 and TSG101. USC-Exos could augment the functional properties of wound healing-related cells including the angiogenic activities of endothelial cells. USC-Exos were enriched in the proteins that are involved in regulation of wound healing-related biological processes. Particularly, a pro-angiogenic protein called deleted in malignant brain tumors 1 (DMBT1) was highly expressed in USC-Exos. Further functional assays showed that DMBT1 protein was required for USC-Exos-induced promotion of angiogenic responses of cultured endothelial cells, as well as angiogenesis and wound healing in diabetic mice. Conclusion: Our findings suggest that USC-Exos may represent a promising strategy for diabetic soft tissue wound healing by promoting angiogenesis via transferring DMBT1 protein.	PMC5858170
29618654	Bharat Ramratnam	Division of Infectious Diseases and.; Lifespan Clinical Research Center, Providence, Rhode Island, USA.; COBRE Center for Cancer Research Development, Rhode Island Hospital, Providence, Rhode Island, USA.			Exosomal Tat protein activates latent HIV-1 in primary, resting CD4+ T lymphocytes.	JCI Insight	2018	Replication competent HIV-1 persists in a subpopulation of CD4+ T lymphocytes despite prolonged antiretroviral treatment. This residual reservoir of infected cells harbors transcriptionally silent provirus capable of reigniting productive infection upon discontinuation of antiretroviral therapy. Certain classes of drugs can activate latent virus but not at levels that lead to reductions in HIV-1 reservoir size in vivo. Here, we show the utility of CD4+ receptor targeting exosomes as an HIV-1 latency reversal agent (LRA). We engineered human cellular exosomes to express HIV-1 Tat, a protein that is a potent transactivator of viral transcription. Preparations of exosomal Tat-activated HIV-1 in primary, resting CD4+ T lymphocytes isolated from antiretroviral-treated individuals with prolonged periods of viral suppression and led to the production of replication competent HIV-1. Furthermore, exosomal Tat increased the potency of selected LRA by over 30-fold in terms of HIV-1 mRNA expression, thereby establishing it as a potentially new class of biologic product with possible combinatorial utility in targeting latent HIV-1.	PMC5928859
29668670	Xiuqi Song	Department of General Surgery, Second Affiliated Hospital of Qingdao University Medical College, Qingdao, Shandong, China (mainland).			Exosomes Released by Gastric Cancer Cells Induce Transition of Pericytes Into Cancer-Associated Fibroblasts.	Med Sci Monit	2018	BACKGROUND Cancer-associated fibroblasts (CAFs) are functionally and structurally essential for tumor progression. There are 3 main origins of CAFs: mesenchymal stem cells (MSCs), epithelial-to-mesenchymal (EMT) transition cells, and tissue-resident cells. Pericytes retain characteristics of progenitor cells and can differentiate into other cells under normal physiological conditions and into myofibroblasts under pathological conditions. Exosomes play an important role in intercellular communication by transferring membrane components and nucleic acids between different cells. In this study, we evaluated whether cancer cell-derived exosomes are involved in regulating the transition of pericytes to CAFs. MATERIAL AND METHODS Exosomes from GES-1 and SGC7901 cells were isolated by serial centrifugation and purified from the supernatant by the 30% sucrose/D2O cushion method. A transmission electron microscope was used to observe exosome morphologies, and nanoparticle tracking analysis was used to analyze size distribution of exosomes. Western blot analysis, immunofluorescent staining, and qPCR were employed to detect CAFs marker expression and signaling pathways involved in CAFs transition. RESULTS Gastric cancer cell-derived exosomes enhanced pericytes proliferation and migration and induced the expression of CAFs marker in pericytes. We then demonstrated that the PI3K/AKT and MEK/ERK pathways were activated by tumor-derived exosomes, and BMP pathway inhibition reverses cancer exosomes-induced CAFs transition. CONCLUSIONS Our results suggest that gastric cancer cells induce the transition of pericytes to CAFs by exosomes-mediated BMP transfer and PI3K/AKT and MEK/ERK pathway activation, and suggest that pericytes may be an important source of CAFs.	PMC5922989
29706960	Christian M Lange	Department of Medicine 1, Goethe University Hospital, Frankfurt am Main, Germany.			Macrophage-Derived Extracellular Vesicles Induce Long-Lasting Immunity Against Hepatitis C Virus Which Is Blunted by Polyunsaturated Fatty Acids.	Front Immunol	2018	Extracellular vesicles (EVs) are increasingly recognized as important mediators of intercellular communication. In this study, we aimed to further characterize the role of macrophage-derived EVs in immune responses against hepatitis C virus (HCV) and the potential of polyunsaturated fatty acids (PUFAs) to modulate this modality of innate immunity. To this end, EVs were isolated from interferon-stimulated macrophage cultures or from serum of patients with acute or chronic hepatitis C. EVs were characterized by electron microscopy, flow cytometry, RNA-sequencing, and Western blot analysis. The effect of EVs on replication of HCV was assessed in coculture models. Functional analyses were performed to assess the impact of PUFAs on EV-mediated antiviral immunity. We found that macrophages secreted various cytokines shortly after stimulation with type I and II IFN, which orchestrated a fast but short-lasting antiviral state. This rapid innate immune answer was followed by the production of macrophage-derived EVs, which induced a late, but long-lasting inhibitory effect on HCV replication. Of note, exposure of macrophages to PUFAs, which are important regulators of immune responses, dampened EV-mediated antiviral immune responses. Finally, EVs from patients with hepatitis C exhibited long-lasting antiviral activities during IFN therapy as well. The antiviral effect of EVs from Caucasian and Japanese patients differed, which may be explained by different nutritional uptake of PUFAs. In conclusion, our data indicate that macrophage-derived EVs mediate long-lasting inhibitory effects on HCV replication, which may bridge the time until efficient adaptive immune responses are established, and which can be blunted by PUFAs.	PMC5906748
29760084	Mitchell A Lazar	Institute for Diabetes, Obesity, and Metabolism, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104; .; Division of Endocrinology, Diabetes, and Metabolism, Department of Medicine, University of Pennsylvania Perelman School of Medicine, Philadelphia, PA 19104.	lazar@pennmedicine.upenn.edu		Distinct macrophage populations direct inflammatory versus physiological changes in adipose tissue.	Proc Natl Acad Sci U S A	2018	Obesity is characterized by an accumulation of macrophages in adipose, some of which form distinct crown-like structures (CLS) around fat cells. While multiple discrete adipose tissue macrophage (ATM) subsets are thought to exist, their respective effects on adipose tissue, and the transcriptional mechanisms that underlie the functional differences between ATM subsets, are not well understood. We report that obese fat tissue of mice and humans contain multiple distinct populations of ATMs with unique tissue distributions, transcriptomes, chromatin landscapes, and functions. Mouse Ly6c ATMs reside outside of CLS and are adipogenic, while CD9 ATMs reside within CLS, are lipid-laden, and are proinflammatory. Adoptive transfer of Ly6c ATMs into lean mice activates gene programs typical of normal adipocyte physiology. By contrast, adoptive transfer of CD9 ATMs drives gene expression that is characteristic of obesity. Importantly, human adipose tissue contains similar ATM populations, including lipid-laden CD9 ATMs that increase with body mass. These results provide a higher resolution of the cellular and functional heterogeneity within ATMs and provide a framework within which to develop new immune-directed therapies for the treatment of obesity and related sequela.	
14633944	M Heyman	INSERM EMI 0212, Faculté Necker-Enfants Malades, 156 rue de Vaugirard, Paris, France.			Intestinal epithelial exosomes carry MHC class II/peptides able to inform the immune system in mice.	Gut	2003	BACKGROUND: Intestinal epithelial cells secrete exosome-like vesicles. The aim of this study was to characterise murine intestinal epithelial exosomes and to analyse their capacity to inform the immune system in vivo in mice. METHODS: Epithelial exosomes were obtained from the murine epithelial cell line MODE K incubated in the presence or absence of interferon gamma (IFN-gamma) together with pepsin/trypsin ovalbumin hydrolysate (hOVA) to mimic luminal digestion. Exosomes isolated from MODE K conditioned media (EXO-hOVA and EXO-hOVA-IFN) were characterised by western blot, peptide mapping, and mass spectrometry. They were injected intraperitoneally to C3H/HeN mice to test their immunocompetence. RESULTS: MODE K epithelial exosomes displayed major histocompatibility complex (MHC) class I and class II (upregulated by IFN-gamma) molecules and tetraspan proteins (CD9, CD81, CD82) potentially involved in the binding to target cells. A33 antigen, an Ig-like molecule highly specific for intestinal epithelial cells, was enriched in exosomes and was also found in mice mesenteric lymph nodes, suggesting exosome migration towards the gut associated lymphoid tissues. Intraperitoneal injection of EXO-hOVA or EXO-hOVA-IFN did not induce humoral or cellular tolerance to OVA in mice. In contrast, exosomes obtained after incubation with IFN-gamma (EXO-hOVA-IFN), bearing abundant MHC class II/OVA complexes, induced a specific humoral immune response. CONCLUSIONS: Epithelial exosomes are antigen presenting vesicles bearing MHC class II/peptide complexes that prime for an immunogenic rather than tolerogenic response in the context of a systemic challenge. In the intestine, both the mucosal microenvironment and local effector cells are probably key players in determining the outcome of the immune response to exosome derived epitopes.	PMC1773888
15982908	Clotilde Théry	INSERM U653, Institut Curie, 26 rue d'Ulm, 75245 Paris Cedex 05, France.			Accumulation of MFG-E8/lactadherin on exosomes from immature dendritic cells.	Blood Cells Mol Dis	2005 Sep-Oct	Exosomes are vesicles of endocytic origin secreted spontaneously by dendritic cells (DCs). We have shown previously that exosomes can transfer antigen or MHC-peptide complexes between DCs, thus potentially amplifying the immune response. We had also identified milk fat globule EGF/factor VIII (MFG-E8), also called lactadherin, as one of the major exosomal proteins. MFG-E8 has two domains: an Arg-Gly-Asp sequence that binds integrins alphavbeta3 and alphavbeta5 (expressed by human DCs and macrophages) and a phosphatidyl-serine (PS) binding sequence through which it associates to PS-containing membranes (among which exosomes). MFG-E8 is thus a good candidate molecule to address exosomes to DCs. Here, we show that MFG-E8 is expressed by immature bone-marrow-derived DCs (BMDCs) and secreted in association with exosomes in vitro. We have generated mice expressing an inactive form of MFG-E8, fused to beta-galactosidase. Analyzing these mice, we demonstrate that MFG-E8 is expressed in vivo in splenic DCs. In a mouse DC-dependent, antigen-specific, CD4 T cell-stimulation assay, exosomes produced by MFG-E8-deficient BMDCs were barely less efficient than exosomes bearing MFG-E8. We conclude that MFG-E8 is efficiently targeted to exosomes but is not essential to address exosomes to mouse BMDCs. Involvement of MFG-E8/lactadherin in exosome targeting to other DC subpopulations, or to human DCs, is still possible.	
17021608	R A Star	Renal Diagnostics and Therapeutics Unit, NIDDK, National Institutes of Health, Bethesda, Maryland, USA.			Exosomal Fetuin-A identified by proteomics: a novel urinary biomarker for detecting acute kidney injury.	Kidney Int	2006	Urinary exosomes containing apical membrane and intracellular fluid are normally secreted into the urine from all nephron segments, and may carry protein markers of renal dysfunction and structural injury. We aimed to discover biomarkers in urinary exosomes to detect acute kidney injury (AKI), which has a high mortality and morbidity. Animals were injected with cisplatin. Urinary exosomes were isolated by differential centrifugation. Protein changes were evaluated by two-dimensional difference in gel electrophoresis and changed proteins were identified by mass spectrometry. The identified candidate biomarkers were validated by Western blotting in individual urine samples from rats subjected to cisplatin injection; bilateral ischemia and reperfusion (I/R); volume depletion; and intensive care unit (ICU) patients with and without AKI. We identified 18 proteins that were increased and nine proteins that were decreased 8 h after cisplatin injection. Most of the candidates could not be validated by Western blotting. However, exosomal Fetuin-A increased 52.5-fold at day 2 (1 day before serum creatinine increase and tubule damage) and remained elevated 51.5-fold at day 5 (peak renal injury) after cisplatin injection. By immunoelectron microscopy and elution studies, Fetuin-A was located inside urinary exosomes. Urinary Fetuin-A was increased 31.6-fold in the early phase (2-8 h) of I/R, but not in prerenal azotemia. Urinary exosomal Fetuin-A also increased in three ICU patients with AKI compared to the patients without AKI. We conclude that (1) proteomic analysis of urinary exosomes can provide biomarker candidates for the diagnosis of AKI and (2) urinary Fetuin-A might be a predictive biomarker of structural renal injury.	PMC2277342
