PMID	assigned?	rule_based	Correct Results	Haley		Peng Yu	Karthik	Chenwei	Xiaohuan	Yi Weng
26332303		NA	N	N	The Uptake of Extracellular Vesicles is Affected by the Differentiation Status of Myeloid Cells.		N		N	
26337469		Yes	Y	Y	Pancreatic cancer-derived exosomes transfer miRNAs to dendritic cells and inhibit RFXAP expression via miR-212-3p.		Y		Y	
26348153		Yes	Y	Y	Exosomal miR-223 Contributes to Mesenchymal Stem Cell-Elicited Cardioprotection in Polymicrobial Sepsis.		Y		Y	
26355701		No	N	N	Carcinogenic activity of PbS quantum dots screened using exosomal biomarkers secreted from HEK293 cells.		N		N	
26365178		NA	N	N	MSC Transplantation Improves Osteopenia via Epigenetic Regulation of Notch Signaling in Lupus.		N		N	
26370963		No	N	N	MicroRNAs in Salivary Exosome as Potential Biomarkers of Aging.		N		N	
26376343		No	N	N	Exogenous DNA Loading into Extracellular Vesicles via Electroporation is Size-Dependent and Enables Limited Gene Delivery.		N		N	
26385657		NA	Y	Y	Lung-derived exosome uptake into and epigenetic modulation of marrow progenitor/stem and differentiated cells.		Y		Y	
26386558		NA	Y	Y	LPS-preconditioned mesenchymal stromal cells modify macrophage polarization for resolution of chronic inflammation via exosome-shuttled let-7b.		Y		Y	
26388238		NA	N	N	The modulation of co-stimulatory molecules by circulating exosomes in primary biliary cirrhosis.		Y		N	
26390807		Yes	Y	Y	Microvesicle- and exosome-mediated drug delivery enhances the cytotoxicity of Paclitaxel in autologous prostate cancer cells.		Y		Y	
26392588		Yes	N	N	Extracellular vesicle-mediated transfer of processed and functional RNY5 RNA.		Y		Y	
26401956		NA	N	N	Release of Small RNA-containing Exosome-like Vesicles from the Human Filarial Parasite Brugia malayi.		N		N	
26407718		Yes	Y	Y	Nef exosomes isolated from the plasma of individuals with HIV-associated dementia (HAD) can induce Aβ(1-42) secretion in SH-SY5Y neural cells.		Y		Y	
26416415		NA	Y	Y	miR-134 in extracellular vesicles reduces triple-negative breast cancer aggression and increases drug sensitivity.		Y		Y	
26417675		Yes	N	N	Lectin-induced agglutination method of urinary exosomes isolation followed by mi-RNA analysis: Application for prostate cancer diagnostic.		N		N	
26420226		NA	N	N	Identification and proteomic analysis of osteoblast-derived exosomes.		N		N	
26423123		NA	Y	Y	Extracellular Vesicles from Bovine Follicular Fluid Support Cumulus Expansion.		Y		Y	
26429879		Yes	Y	Y	Extracellular vesicle-mediated transfer of CLIC1 protein is a novel mechanism for the regulation of glioblastoma growth.		Y		Y	
26432333		NA	Y	Y	Exosomes from adriamycin-resistant breast cancer cells transmit drug resistance partly by delivering miR-222.		Y		Y	
26433199		Yes	N	N	Directly visualized glioblastoma-derived extracellular vesicles transfer RNA to microglia/macrophages in the brain.		N		N	
26443722		NA	N	N	Protein and small non-coding RNA-enriched extracellular vesicles are released by the pathogenic blood fluke Schistosoma mansoni.		N		N	
26444644		NA	N	N	Label-Free Nanoplasmonic-Based Short Noncoding RNA Sensing at Attomolar Concentrations Allows for Quantitative and Highly Specific Assay of MicroRNA-10b in Biological Fluids and Circulating Exosomes.		N		N	
26447809		Yes	Y	Y	Extracellular Vesicles from Caveolin-Enriched Microdomains Regulate Hyaluronan-Mediated Sustained Vascular Integrity.		Y		Y	
26467838		Yes	N	N	Epstein-Barr virus-infected cells release Fas ligand in exosomal fractions and induce apoptosis in recipient cells via the extrinsic pathway.		Y		Y	
26469068		NA	Y	Y	Extracellular Vesicles Derived from Bone Marrow Mesenchymal Stem Cells Protect against Experimental Colitis via Attenuating Colon Inflammation, Oxidative Stress and Apoptosis.		Y		Y	
26475932		NA	N	N	HCV-infected cells and differentiation increase monocyte immunoregulatory galectin-9 production.		N		N	
26479035		Yes	Y	Y	Microenvironment-induced PTEN loss by exosomal microRNA primes brain metastasis outgrowth.		N		Y	
26483327		Yes	N	N	Membrane vesicle-mediated release of bacterial RNA.		N		N	
26488306		Yes	Y	Y	Exosome-mediated microRNA transfer plays a role in radiation-induced bystander effect.		Y		Y	
26490380		NA	N	N	Physicochemical Biomolecular Insights into Buffalo Milk-Derived Nanovesicles.		N		N	
26497063		NA	N	N	Noninvasive imaging of radiolabeled exosome-mimetic nanovesicle using (99m)Tc-HMPAO.		N		N	
26497684		NA	N	N	Altered microRNA profiles in cerebrospinal fluid exosome in Parkinson disease and Alzheimer disease.		N		N	
26514126		NA	Y	Y	Exosomes derived from miR-122-modified adipose tissue-derived MSCs increase chemosensitivity of hepatocellular carcinoma.		Y		Y	
26517556		Yes	N	N	Curcumin Mitigates the Intracellular Lipid Deposit Induced by Antipsychotics In Vitro.		N		N	
26523240		NA	N	N	Hallmarks of HIV-1 pathogenesis are modulated by Nef's Secretion Modification Region.		N		N	
26525579		Yes	Y	Y	STAT3-regulated exosomal miR-21 promotes angiogenesis and is involved in neoplastic processes of transformed human bronchial epithelial cells.		Y		Y	
26527689		NA	Y	Y	MicroRNA Cargo of Extracellular Vesicles from Alcohol-exposed Monocytes Signals Naive Monocytes to Differentiate into M2 Macrophages.		Y		Y	
26528758		Yes	Y	Y	Exosomes enriched in stemness/metastatic-related mRNAS promote oncogenic potential in breast cancer.		Y		Y	
26528912		Yes	N	N	Computational Characterization of Exogenous MicroRNAs that Can Be Transferred into Human Circulation.		N		N	
26529317		No	N	N	Integrating Protein Engineering and Bioorthogonal Click Conjugation for Extracellular Vesicle Modulation and Intracellular Delivery.		N		N	
26530924		NA	N	N	Microvesicles: Isolation, Characterization for In Vitro and In Vivo Procedures.		N		N	
26534962		Yes	Y	Y	Exosome Adherence and Internalization by Hepatic Stellate Cells Triggers Sphingosine 1-Phosphate-dependent Migration.		N		N	
26545617		NA	N	N	Effect of exosome isolation methods on physicochemical properties of exosomes and clearance of exosomes from the blood circulation.		N		N	
26563374		NA	Y	Y	Differential expression of ligands for NKG2D and DNAM-1 receptors by epithelial ovarian cancer-derived exosomes and its influence on NK cell cytotoxicity.		Y		Y	
26565909		NA	N	N	Exosome Secretion by the Parasitic Protozoan Leishmania within the Sand Fly Midgut.		N		N	
26576561		NA	N	N	Age-dependent defects of alpha-synuclein oligomer uptake in microglia and monocytes.		N		N	
26578789		NA	N	N	Telomeric repeat-containing RNA (TERRA) constitutes a nucleoprotein component of extracellular inflammatory exosomes.		N		N	
26583126		Yes	Y	Y	High LIN28A Expressing Ovarian Cancer Cells Secrete Exosomes That Induce Invasion and Migration in HEK293 Cells.		Y		Y	
26601950		Yes	Y	Y	Fibronectin on the Surface of Myeloma Cell-derived Exosomes Mediates Exosome-Cell Interactions.		Y		N	
26602702		Yes	Y	Y	Macrophage Exosomes Induce Placental Inflammatory Cytokines: A Novel Mode of Maternal-Placental Messaging.		Y		Y	
26608208		NA	N	N	Circulating microRNAs as Hormones: Intercellular and Inter-organ Conveyors of Epigenetic Information?		N		N	
26609058		Yes	Y	Y	Cardiomyocyte exosomes regulate glycolytic flux in endothelium by direct transfer of GLUT transporters and glycolytic enzymes.		N		Y	
26609164		Yes	Y	Y	Neuronal RARβ Signaling Modulates PTEN Activity Directly in Neurons and via Exosome Transfer in Astrocytes to Prevent Glial Scar Formation and Induce Spinal Cord Regeneration.		Y		N	
26616523		NA	N	N	Isolation of exosomes by differential centrifugation: Theoretical analysis of a commonly used protocol.		N		N	
26621917		NA	N	N	Hepatocytes release ceramide-enriched pro-inflammatory extracellular vesicles in an IRE1α-dependent manner.		N		N	
26625191		NA	Y	Y	Roll over Weismann: extracellular vesicles in the transgenerational transmission of environmental effects.		N		Y	
26626416		NA	N	N	Interactions of tumour-derived micro(nano)vesicles with human gastric cancer cells.		Y		N	
26631079		No	Y	Y	Microglia-derived HIV Nef+ exosome impairment of the blood-brain barrier is treatable by nanomedicine-based delivery of Nef peptides.		N		Y	
26632633		NA	Y	Y	Alcohol stimulates macrophage activation through caspase-dependent hepatocyte derived release of CD40L containing extracellular vesicles.		Y		N	
26633001		Yes	N	N	Targeted exosome-mediated delivery of opioid receptor Mu siRNA for the treatment of morphine relapse.		Y		Y	
26639203		NA	N	N	Microvesicles of pregnant women receiving low molecular weight heparin improve trophoblast function.		N		Y	
26639242		NA	N	N	Supernatant versus exosomal urinary microRNAs. Two fractions with different outcomes in gynaecological cancers.		N		N	
26640165		NA	Y	Y	Placenta Mesenchymal Stem Cell Derived Exosomes Confer Plasticity on Fibroblasts.		Y		Y	
26643154		NA	N	N	Exosomal particles secreted by prostate cancer cells are potent mRNA and protein vehicles for the interference of tumor and tumor environment.		N		Y	
26646808		NA	Y	Y	Mesenchymal Stem Cell-Derived Exosomes Improve the Microenvironment of Infarcted Myocardium Contributing to Angiogenesis and Anti-Inflammation.		Y		Y	
26647156		NA	Y	Y	Induction of α-synuclein aggregate formation by CSF exosomes from patients with Parkinson's disease and dementia with Lewy bodies.		Y		Y	
26648258		NA	Y	Y	Lung cancer exosomes initiate global long non-coding RNA changes in mesenchymal stem cells.		Y		Y	
26649679		NA	N	N	Single exosome study reveals subpopulations distributed among cell lines with variability related to membrane content.		N		N	
26655706		NA	Y	Y	Exosomes from human mesenchymal stem cells conduct aerobic metabolism in term and preterm newborn infants.		Y		Y	
26659871		Yes	N	N	Mitochondrial Inhibitory Factor Protein 1 Functions as an Endogenous Inhibitor for Coupling Factor 6.		N		N	
26667458	notass	NA	N	N	Exosomes in Cancer Disease.	N	N*		N	N
26675257	notass	NA	N	N	Exosomes from bulk and stem cells from human prostate cancer have a differential microRNA content that contributes cooperatively over local and pre-metastatic niche.	N	N*		N	Y
26681674	notass	NA	N	N	Minimally invasive genomic and transcriptomic profiling of visceral cancers by next-generation sequencing of circulating exosomes.	N	N*		N	N
26690353	notass	NA	N	N	Isolation of Exosomes from Blood Plasma: Qualitative and Quantitative Comparison of Ultracentrifugation and Size Exclusion Chromatography Methods.	N	N		N	N
26694476	notass	NA	N	N	Detection of Exosomal miRNAs in the Plasma of Melanoma Patients.	N	N		N	N
26697569	notass	Yes	Y	Y	Exosome-Carried microRNA-375 Inhibits Cell Progression and Dissemination via Bcl-2 Blocking in Colon Cancer.	Y	Y*		Y	Y
26699421	notass	Yes	Y	Y	Exosomes from differentiating human skeletal muscle cells trigger myogenesis of stem cells and provide biochemical cues for skeletal muscle regeneration.	Y	Y		Y	Y
26699510	notass	NA	Y	Y	Chromatographically isolated CD63+CD81+ extracellular vesicles from mesenchymal stromal cells rescue cognitive impairments after TBI.	Y	Y*		N	Y
26700550	notass	Yes	Y	Y	Exosomal transfer of functional small RNAs mediates cancer-stroma communication in human endometrium.	Y	Y		Y	Y
26708289	notass	NA	Y	Y	Exosome derived from murine adipose-derived stromal cells: Neuroprotective effect on in vitro model of amyotrophic lateral sclerosis.	Y	Y		Y	Y
26714455	notass	NA	Y	Y	Tumour exosomes display differential mechanical and complement activation properties dependent on malignant state: implications in endothelial leakiness.	Y	Y		Y	Y
26718504	notass	NA	N	N	Gestational Diabetes Mellitus Is Associated With Changes in the Concentration and Bioactivity of Placenta-Derived Exosomes in Maternal Circulation Across Gestation.	N	N*		N	N
26719145	notass	NA	N	N	Regulation of alveolar septation by microRNA-489.	N	N		N	N
26725371	notass	Yes	Y	Y	Serum-derived exosomes from mice with highly metastatic breast cancer transfer increased metastatic capacity to a poorly metastatic tumor.	Y	Y		Y	Y
26739763	notass	NA	N	N	Triple SILAC quantitative proteomic analysis reveals differential abundance of cell signaling proteins between normal and lung cancer-derived exosomes.	N	N		N	N
26746143	notass	NA	Y	Y	Exosomes derived from dendritic cells improve cardiac function via activation of CD4(+) T lymphocytes after myocardial infarction.	Y	Y		Y	Y
26746692	notass	No	N	N	Initial evidence that blood-borne microvesicles are biomarkers for recurrence and survival in newly diagnosed glioblastoma patients.	N	N		N	N
26752061	notass	Yes	N	N	Investigation of Content, Stoichiometry and Transfer of miRNA from Human Neural Stem Cell Line Derived Exosomes.	N	N		N	N
26757900	notass	Yes	Y	Y	Exosomes derived from atorvastatin-modified bone marrow dendritic cells ameliorate experimental autoimmune myasthenia gravis by up-regulated levels of IDO/Treg and partly dependent on FasL/Fas pathway.	Y	Y*		Y	Y
26763102	notass	Yes	Y	Y	Exosomes derived from mineralizing osteoblasts promote ST2 cell osteogenic differentiation by alteration of microRNA expression.	Y	Y		Y	Y
26764001	notass	Yes	Y	Y	Secreted Oral Epithelial Cell Membrane Vesicles Induce Epstein-Barr Virus Reactivation in Latently Infected B Cells.	Y	Y*		Y	Y
26764184	notass	Yes	N	N	Lipid-Induced Signaling Causes Release of Inflammatory Extracellular Vesicles From Hepatocytes.	N	N*		N	N
26768848	notass	Yes	Y	Y	Sensing of latent EBV infection through exosomal transfer of 5'pppRNA.	Y*	N		N	N
26769131	notass	NA	N	N	Direct detection of endogenous MicroRNAs and their post-transcriptional modifications in cancer serum by capillary electrophoresis-mass spectrometry.	N	N		N	N
26769968	notass	Yes	Y	Y	Stimulating the Release of Exosomes Increases the Intercellular Transfer of Prions.	Y*	N*		N	N
26770063	notass	Yes	N	N	Exosomal microRNA-141 is upregulated in the serum of prostate cancer patients.	N	N		N	N
26782178	notass	NA	Y	Y	Comprehensive Proteomic Analysis of Mesenchymal Stem Cell Exosomes Reveals Modulation of Angiogenesis via Nuclear Factor-KappaB Signaling.	Y	Y		Y	Y
26787294	notass	NA	N	N	Assessing cellular and circulating miRNA recovery: the impact of the RNA isolation method and the quantity of input material.	N	N		N	N
26794715	notass	NA	Y	Y	Exosomes derived from endothelial progenitor cells attenuate vascular repair and accelerate reendothelialization by enhancing endothelial function.	Y	Y		Y	Y
26800519	notass	NA	N*	N*	Expression of the Long Non-Coding RNA HOTAIR Correlates with Disease Progression in Bladder Cancer and Is Contained in Bladder Cancer Patient Urinary Exosomes.	N	N		N	N
26806198	notass	Yes	Y*	Y*	Proteomic profiling of dextran sulfate sodium induced acute ulcerative colitis mice serum exosomes and their immunomodulatory impact on macrophages.	Y	Y		N	N
26807194	notass	NA	N	N	A non-invasive miRNA based assay to detect bladder cancer in cell-free urine.	N	N		N	N
26819476	notass	NA	N	N	Extracellular Vesicles Originate from the Conceptus and Uterus During Early Pregnancy in Sheep.	N	N		N	N
26821945	notass	Yes	Y	Y	Extracellular Vesicles Activate a CD36-Dependent Signaling Pathway to Inhibit Microvascular Endothelial Cell Migration and Tube Formation.	Y	Y		Y	Y
26823283	notass	NA	N	N	An immunoassay for urinary extracellular vesicles.	N	N*		N	N
26828932	notass	NA	N	N	The Zinc-Finger Protein SOP1 Is Required for a Subset of the Nuclear Exosome Functions in Arabidopsis.	N	N		N	N
26836117	notass	NA	N	N	Exosome-associated AAV vector as a robust and convenient neuroscience tool.	N	N		N	N
26836120	notass	NA	Y	Y	Microvesicles from Mesenchymal Stromal Cells Are Involved in HPC-Microenvironment Crosstalk in Myelodysplastic Patients.	Y?*	Y		Y	Y
26837894	notass	NA	Y	Y	Enterovirus 71 transmission by exosomes establishes a productive infection in human neuroblastoma cells.	Y	Y		Y	Y
26839151	notass	NA	N*	N*	Proteomic characterization of macro-, micro- and nano-extracellular vesicles derived from the same first trimester placenta: relevance for feto-maternal communication.	N	N		N	N
26841879	notass	Yes	Y	Y	Exosomes derived from endometriotic stromal cells have enhanced angiogenic effects in vitro.	Y	Y		Y	Y
26842680	notass	Yes	Y	Y	Tumor-derived exosomes regulate expression of immune function-related genes in human T cell subsets.	Y	Y		Y	Y
26849680	notass	Yes	N*	N*	Application of a Persistent Heparin Treatment Inhibits the Malignant Potential of Oral Squamous Carcinoma Cells Induced by Tumor Cell-Derived Exosomes.	N	N		N	N
26852014	notass	NA	Y	Y	Exosomes secreted by human urine-derived stem cells could prevent kidney complications from type I diabetes in rats.	Y	Y		Y	Y
26852333	notass	Yes	Y	Y	Exosome-like vesicles released from lipid-induced insulin-resistant muscles modulate gene expression and proliferation of beta recipient cells in mice.	Y	Y		Y	Y
26857231	notass	NA	N	N	Safety evaluation of exosomes derived from human umbilical cord mesenchymal stromal cell.	N	N		N	N
26857375	notass	Yes	Y	Y	Exosomal transfer of miR-30a between cardiomyocytes regulates autophagy after hypoxia.	Y	Y*		Y	Y
26858453	notass	No	N	N	Proteomic comparison defines novel markers to characterize heterogeneous populations of extracellular vesicle subtypes.	N	N		N	N
26860411	notass	NA	N	N	Differential Expression and Significance of Circulating microRNAs in Cerebrospinal Fluid of Acute Encephalitis Patients Infected with Japanese Encephalitis Virus.	N	N		N	N
26864267	notass	NA	N	N	IL-36γ is secreted in microparticles and exosomes by lung macrophages in response to bacteria and bacterial components.	N	N		N	N
26867772	notass	No	N	N	Exosomal miRNAs as biomarkers of recurrent lung cancer.	N	N		N	N
26871467	notass	NA	N	N	Clinical and biological significance of HAX-1 overexpression in nasopharyngeal carcinoma.	N	N		N	N
26874302	notass	No	N*	N*	Evaluation of proteomic biomarkers associated with circulating microparticles as an effective means to stratify the risk of spontaneous preterm birth.	N	N		N	N
26876462	notass	NA	Y	Y	PLK-1 Silencing in Bladder Cancer by siRNA Delivered With Exosomes.	Y	Y*		N	N
26880754	notass	NA	N	N	Regulation of ENaC trafficking in rat kidney.	N	N		N	N
26880957	notass	Yes	Y	Y	Hijacking the Cellular Mail: Exosome Mediated Differentiation of Mesenchymal Stem Cells.	Y	Y*		Y	Y
26886833	notass	Yes	N	N	Transfer of the Cystic Fibrosis Transmembrane Conductance Regulator to Human Cystic Fibrosis Cells Mediated by Extracellular Vesicles.	N	N*		N	Y
26890775	notass	No	N	N	Preliminary Study of Plasma Exosomal Tau as a Potential Biomarker for Chronic Traumatic Encephalopathy.	N	N		Y	N
26901056	notass	NA	N	N	A novel multiplex bead-based platform highlights the diversity of extracellular vesicles.	N	N		N	N
26902116	notass	NA	N	N	Development of exosome surface display technology in living human cells.	N	N		N	N
26904012	notass	NA	N	N	Presence of Viral RNA and Proteins in Exosomes from Cellular Clones Resistant to Rift Valley Fever Virus Infection.	N	N		N	N
26908631	notass	NA	N	N	Characterization of Regulatory Extracellular Vesicles from Osteoclasts.	N	N		N	N
26911358	notass	NA	N	N	Engineering hybrid exosomes by membrane fusion with liposomes.	N	N		N	N
26912358	notass	Yes	Y	Y	Exosome-mediated transfer of miR-222 is sufficient to increase tumor malignancy in melanoma.	Y	Y		Y	Y
26919098	notass	Yes	Y	Y	Oncogenic epithelial cell-derived exosomes containing Rac1 and PAK2 induce angiogenesis in recipient endothelial cells.	Y	Y		Y	Y
26928672	notass	NA	N	N	MSC secretes at least 3 EV types each with a unique permutation of membrane lipid, protein and RNA.	N	N		N	N
26931825	notass	NA	N	N	Cells release subpopulations of exosomes with distinct molecular and biological properties.	N	N		N	N
26934553	notass	NA	N	N	Prostate stromal cell proteomics analysis discriminates normal from tumour reactive stromal phenotypes.	N	N		N	N
26943717	notass	Yes	N	N	Horizontal transfer of RNA and proteins between cells by extracellular microvesicles: 14 years later.	N	N		N	N
26944067	notass	NA	Y	Y	TNF-Related Apoptosis-Inducing Ligand (TRAIL)-Armed Exosomes Deliver Proapoptotic Signals to Tumor Site.	Y	Y		Y	Y
26951563	notass	Yes	N	N	Potential Transfer of Polyglutamine and CAG-Repeat RNA in Extracellular Vesicles in Huntington's Disease: Background and Evaluation in Cell Culture.	N	N		N	N
26955082	notass	NA	N	N	Extracellular Vesicles: Composition, Biological Relevance, and Methods of Study.	N	N		N	N
26956853	notass	NA	Y	Y	Protection of Nerve Injury with Exosome Extracted from Mesenchymal Stem Cell.	Y	Y*		Y	Y
26962055	notass	Yes	Y*	Y*	Subtoxic Alterations in Hepatocyte-Derived Exosomes: An Early Step in Drug-Induced Liver Injury?	Y*	N*		N	N
26964503	notass	No	N	N	Pathways for Modulating Exosome Lipids Identified By High-Density Lipoprotein-Like Nanoparticle Binding to Scavenger Receptor Type B-1.	N	N		N	N
26973102	notass	NA	N*	N*	Loss of exosomes in progranulin-associated frontotemporal dementia.	N	N		N	N
26979463	notass	Yes	Y	Y	Display of GPI-anchored anti-EGFR nanobodies on extracellular vesicles promotes tumour cell targeting.	Y	Y*		Y	Y
26980205	notass	Yes	Y	Y	Exosomes induce and reverse monocrotaline-induced pulmonary hypertension in mice.	Y	Y		Y	Y
26981774	notass	NA	N	N	Identification of extracellular vesicle-borne periostin as a feature of muscle-invasive bladder cancer.	N	N		N	N
26984735	notass	NA	N	N	Human vascular endothelial cells transport foreign exosomes from cow's milk by endocytosis.	N	N*		N	N
26992135	notass	NA	Y	Y	Improvement of neuronal cell survival by astrocyte-derived exosomes under hypoxic and ischemic conditions depends on prion protein.	Y	Y		Y	Y
26993508	notass	Yes	Y	Y	Environmental Enrichment Stimulates Immune Cell Secretion of Exosomes that Promote CNS Myelination and May Regulate Inflammation.	Y	Y		Y	Y
26995025	notass	NA	N	N	Effects of Echinococcus multilocularis miR-71 mimics on murine macrophage RAW264.7 cells.	N	N		N	N
26999719	notass	Yes	Y	Y	Oxidative stress in retinal pigment epithelium cells increases exosome secretion and promotes angiogenesis in endothelial cells.	Y*	N*		N	N
27006994	notass	Yes	Y	Y	Exosomes Derived from Squamous Head and Neck Cancer Promote Cell Survival after Ionizing Radiation.	Y	Y		Y	Y
27009329	notass	NA	N	N	Residual matrix from different separation techniques impacts exosome biological activity.	N	N		Y	N
27010029	notass	Yes	Y	Y	Exosomes from high glucose-treated glomerular endothelial cells activate mesangial cells to promote renal fibrosis.	Y	Y		Y	Y
27015901	notass	NA	Y	Y	Exosomes secreted from bone marrow-derived mesenchymal stem cells protect the intestines from experimental necrotizing enterocolitis.	Y	Y		Y	Y
27018366	notass	NA	N	N	Isolation of biologically active and morphologically intact exosomes from plasma of patients with cancer.	N	N		N	N
27020854	notass	Yes	N	N	Vasopressin Regulates Extracellular Vesicle Uptake by Kidney Collecting Duct Cells.	N	N		N	N
27021436	notass	Yes	Y	Y	Exosomal transfer of stroma-derived miR21 confers paclitaxel resistance in ovarian cancer cells through targeting APAF1.	Y	Y		Y	Y
27021928	notass	NA	N	N	Cetuximab treatment alters the content of extracellular vesicles released from tumor cells.	N	N		N	N
27022410	notass	NA	N	N	Nano-zymography Using Laser-Scanning Confocal Microscopy Unmasks Proteolytic Activity of Cell-Derived Microparticles.	N	N*		N	N
27029214	notass	Yes	N	N	Antiphospholipid antibody-induced miR-146a-3p drives trophoblast interleukin-8 secretion through activation of Toll-like receptor 8.	N	N		?	N
27030011	notass	NA	Y	Y	Extracellular Vesicles Isolated from the Brains of rTg4510 Mice Seed Tau Protein Aggregation in a Threshold-dependent Manner.	Y	Y		N	Y
27041495	notass	NA	Y	Y	Cardiovascular progenitor-derived extracellular vesicles recapitulate the beneficial effects of their parent cells in the treatment of chronic heart failure.	Y	Y*		Y	Y
27058413	notass	Yes	N	N	Gap junction-mediated transfer of miR-145-5p from microvascular endothelial cells to colon cancer cells inhibits angiogenesis.	N	N		N	N
27062568	notass	NA	N	N	Optimizing preservation of extracellular vesicular miRNAs derived from clinical cerebrospinal fluid.	N	N		N	N
27071670	notass	Yes	N	N	Inflammatory properties of inhibitor of DNA binding 1 secreted by synovial fibroblasts in rheumatoid arthritis.	N	N		N	N
27072025	notass	No	N	N	Comparing exosome-like vesicles with liposomes for the functional cellular delivery of small RNAs.	N	N		N	N
27075967	notass	Yes	N	N	Human macrophages induce CD4(+)Foxp3(+) regulatory T cells via binding and re-release of TGF-β.	N	N		N	N
27080510	notass	NA	N	N	Selective enrichment of microRNAs in extracellular matrix vesicles produced by growth plate chondrocytes.	N	N		N	N
27084478	notass	NA	N	N	A preliminary proteomic characterisation of extracellular vesicles released by the ovine parasitic nematode, Teladorsagia circumcincta.	N	N		N	N
27087061	notass	NA	N	N	Low-density lipoprotein mimics blood plasma-derived exosomes and microvesicles during isolation and detection.	N	N		N	N
27087234	notass	NA	N	N	Lymphatic transport of exosomes as a rapid route of information dissemination to the lymph node.	N	N		N	Y
27090786	notass	Yes	Y	Y	Lung tumor exosomes induce a pro-inflammatory phenotype in mesenchymal stem cells via NFκB-TLR signaling pathway.	Y	Y		Y	Y
27102001	notass	NA	N	N	Induction of miR-146a by multiple myeloma cells in mesenchymal stromal cells stimulates their pro-tumoral activity.	N	N		N	N
27102354	notass	Yes	Y	Y	Bone marrow-derived mesenchymal stem cells improve diabetes-induced cognitive impairment by exosome transfer into damaged neurons and astrocytes.	Y	Y		N	Y
27105177	notass	NA	Y	Y	Neutrophil-Derived Exosomes: A New Mechanism Contributing to Airway Smooth Muscle Remodeling.	Y	Y		N	Y
27109306	notass	Yes	N	N	Interaction of the LILRB1 inhibitory receptor with HLA class Ia dimers.	N	N		N	N
27114500	notass	NA	N	N	Exosomes surf on filopodia to enter cells at endocytic hot spots, traffic within endosomes, and are targeted to the ER.	N	N		N	N
27115513	notass	NA	Y	Y	Immunomodulatory effects of mesenchymal stromal cells-derived exosome.	Y	Y		N	Y
27117590	notass	NA	N	N	Circulating miR-29a and miR-150 correlate with delivered dose during thoracic radiation therapy for non-small cell lung cancer.	N	N		N	N
27117818	notass	NA	N	N	Exosomal microRNA miR-92a concentration in serum reflects human brown fat activity.	N	N		N	N
27118976	notass	NA	N	N	The Novel Methods for Analysis of Exosomes Released from Endothelial Cells and Endothelial Progenitor Cells.	N	N		N	N
27120791	notass	Yes	N	N	Palmitoylated claudin7 captured in glycolipid-enriched membrane microdomains promotes metastasis via associated transmembrane and cytosolic molecules.	N*	N		Y	N
27122160	notass	NA	N	N	The Ste20 kinases SPAK and OSR1 travel between cells through exosomes.	N	N		N	N
27129166	notass	Yes	N	N	Extracellular miR-1246 promotes lung cancer cell proliferation and enhances radioresistance by directly targeting DR5.	N*	N		N	N
27129167	notass	NA	N	N	Potential role of exosome-associated microRNA panels and in vivo environment to predict drug resistance for patients with multiple myeloma.	N	N		N	N
27141372	notass	Yes	Y	Y	Hypoxic tumor-derived microvesicles negatively regulate NK cell function by a mechanism involving TGF-β and miR23a transfer.	Y	Y		Y	Y
27144529	notass	NA	N	N	Urine Exosomes for Non-Invasive Assessment of Gene Expression and Mutations of Prostate Cancer.	N	N		N	N
27150009	notass	NA	Y	Y	Mesenchymal stromal cell-derived extracellular vesicles rescue radiation damage to murine marrow hematopoietic cells.	Y	Y		Y	Y
27152724	notass	NA	N	N	Epidermal Growth Factor Receptor in Prostate Cancer Derived Exosomes.	N	N		N	N
27158133	notass	NA	N	N	Characterization and Small RNA Content of Extracellular Vesicles in Follicular Fluid of Developing Bovine Antral Follicles.	N	N		N	N
27158638	notass	NA	N	N	Temozolomide resistance and tumor recurrence: Halting the Hedgehog.	N	N		N	N
27160836	notass	Yes	Y	Y	Exosomes-Derived MiR-302b Suppresses Lung Cancer Cell Proliferation and Migration via TGFβRII Inhibition.	Y	Y		Y	Y
27161653	notass	NA	N	N	Extracellular microvesicle microRNAs in children with sickle cell anaemia with divergent clinical phenotypes.	N	N		N	N
27161734	notass	NA	Y	Y	PO-45 - The role of microvesicles in multiple myeloma progression.	Y	Y*		N	Y
27163713	notass	NA	N	N	Circulating Plasma Extracellular Microvesicle MicroRNA Cargo and Endothelial Dysfunction in Children with Obstructive Sleep Apnea.	N	N		N	N
27164936	notass	NA	Y	Y	Plasma exosomal miR-21 and miR-181a differentiates follicular from papillary thyroid cancer.	Y	Y*		Y	Y
27167363	notass	NA	N	N	Plant microRNAs as novel immunomodulatory agents.	N	N		N	N
27169926	notass	NA	N	N	Transglutaminase type 2-dependent selective recruitment of proteins into exosomes under stressful cellular conditions.	N	N		N	N
27172798	notass	Yes	Y	Y	Epithelial ovarian cancer-secreted exosomal miR-222-3p induces polarization of tumor-associated macrophages.	Y	Y		Y	Y
27172881	notass	NA	Y	Y	Molecular characterization of S. japonicum exosome-like vesicles reveals their regulatory roles in parasite-host interactions.	Y	Y*		N	Y
27173397	notass	NA	Y	Y	Exosome-associated release, uptake, and neurotoxicity of HIV-1 Tat protein.	Y	Y*		N	N
27176642	notass	Yes	N	N	Multimodal transfer of MDR by exosomes in human osteosarcoma.	N	N		N	N
